"","X","Genome","Order","Family","Genus","VC","VC.Status","Size","VC.Subcluster","VC.Subcluster.Size","Quality","Adj.P.value","Topology.Confidence.Score","Genera.in.VC","Families.in.VC","Orders.in.VC","Genus.Confidence.Score"
"1424",1423,"Ralstonia~phage~RSM1","Unassigned","Inoviridae","Habenivirus","315_0","Clustered",3,"VC_315_0",3,0.9349,0.9595722,0.8971,1,1,1,1
"1425",1424,"Ralstonia~phage~RSM3","Unassigned","Inoviridae","Habenivirus","315_0","Clustered",3,"VC_315_0",3,0.9349,0.9595722,0.8971,1,1,1,1
"1426",1425,"Ralstonia~phage~RSS0","Unassigned","Unassigned","Unassigned","317_0","Clustered",3,"VC_317_0",3,0.8985,0.92554266,0.8316,1,2,1,1
"1427",1426,"Ralstonia~phage~RSS1","Unassigned","Inoviridae","Unassigned","317_0","Clustered",3,"VC_317_0",3,0.8985,0.92554266,0.8316,1,2,1,1
"1428",1427,"Ralstonia~phage~RSS20","Unassigned","Unassigned","Unassigned","317_0","Clustered",3,"VC_317_0",3,0.8985,0.92554266,0.8316,1,2,1,1
"1429",1428,"Ralstonia~phage~RSY1","Unassigned","Unassigned","Unassigned","59_0","Clustered",38,"VC_59_0",38,0.8056,1,0.8056,2,2,2,0.9957
"1430",1429,"Ralstonia~phage~p12J","Unassigned","Unassigned","Unassigned","316_0","Clustered",2,"VC_316_0",2,0.8487,0.5,0.4244,1,2,1,1
"1431",1430,"Rhizobium~phage~16-3","Unassigned","Unassigned","Unassigned","150_0","Clustered",2,"VC_150_0",2,0.6919,0.72985431,0.505,1,1,1,1
"1432",1431,"Rhizobium~phage~RR1-A","Unassigned","Unassigned","Unassigned","77_0","Clustered",2,"VC_77_0",2,0.5243,0.85557782,0.4486,1,1,1,1
"1433",1432,"Rhizobium~phage~vB_RglS_P106B","Unassigned","Unassigned","Unassigned","65_0","Clustered",3,"VC_65_0",3,0.1877,0.94852022,0.178,2,2,2,1
"1434",1433,"Rhizobium~phage~vB_RleM_P10VF","Unassigned","Unassigned","Unassigned","176_0","Clustered",2,"VC_176_0",2,0.2368,0.95564953,0.2263,1,1,1,1
"1435",1434,"Rhizobium~phage~vB_RleM_PPF1","Unassigned","Unassigned","Unassigned","77_0","Clustered",2,"VC_77_0",2,0.5243,0.85557782,0.4486,1,1,1,1
"1436",1435,"Rhodobacter~phage~RC1","Unassigned","Unassigned","Unassigned","167_0","Clustered",2,"VC_167_0",2,0.456,0.94733586,0.432,1,1,1,1
"1437",1436,"Rhodobacter~phage~RcTitan","Caudovirales","Siphoviridae","Titanvirus","1_0","Clustered",8,"VC_1_0",8,0.5962,1,0.5962,3,2,2,1
"1438",1437,"Rhodococcus~phage~CosmicSans","Unassigned","Unassigned","Unassigned","272_0","Clustered",3,"VC_272_0",3,0.081,0.99850561,0.0809,2,2,2,1
"1439",1438,"Rhodococcus~phage~REQ3","Unassigned","Unassigned","Unassigned","211_0","Clustered",3,"VC_211_0",3,0.2525,0.73351697,0.1852,1,1,1,1
"1440",1439,"Rhodococcus~phage~RER2","Caudovirales","Siphoviridae","Rer2virus","272_0","Clustered",3,"VC_272_0",3,0.081,0.99850561,0.0809,2,2,2,1
"1441",1440,"Rhodococcus~phage~RGL3","Caudovirales","Siphoviridae","Unassigned","272_0","Clustered",3,"VC_272_0",3,0.081,0.99850561,0.0809,2,2,2,1
"1442",1441,"Rhodococcus~phage~RRH1","Unassigned","Unassigned","Unassigned","70_0","Clustered",4,"VC_70_0",4,0.7907,0.99289298,0.7851,1,1,1,1
"1443",1442,"Rhodococcus~phage~ReqiPepy6","Caudovirales","Siphoviridae","Pepy6virus","73_0","Clustered",2,"VC_73_0",2,0.466,0.93306932,0.4348,1,1,1,1
"1444",1443,"Rhodococcus~phage~ReqiPoco6","Caudovirales","Siphoviridae","Pepy6virus","73_0","Clustered",2,"VC_73_0",2,0.466,0.93306932,0.4348,1,1,1,1
"1445",1444,"Rhodovulum~phage~RS1","Unassigned","Unassigned","Unassigned","167_0","Clustered",2,"VC_167_0",2,0.456,0.94733586,0.432,1,1,1,1
"1446",1445,"Roseobacter~phage~SIO1","Unassigned","Unassigned","Unassigned","182_0","Clustered",2,"VC_182_0",2,0.4532,0.93710679,0.4247,1,1,1,1
"1447",1446,"Salinivibrio~phage~CW02","Unassigned","Unassigned","Unassigned","181_0","Clustered",4,"VC_181_0",4,0.6311,0.99995792,0.6311,1,1,1,1
"1448",1447,"Salmonella~enterica~bacteriophage~SE1","Unassigned","Unassigned","Unassigned","134_0","Clustered",15,"VC_134_0",15,0.5036,1,0.5036,2,2,2,0.8857
"1449",1448,"Salmonella~phage~100268_sal2","Caudovirales","Siphoviridae","T5virus","247_0","Clustered",14,"VC_247_0",14,0.8554,1,0.8554,2,2,2,1
"1450",1449,"Salmonella~phage~103203_sal5","Unassigned","Unassigned","Unassigned","134_0","Clustered",15,"VC_134_0",15,0.5036,1,0.5036,2,2,2,0.8857
"1451",1450,"Salmonella~phage~118970_sal1","Unassigned","Unassigned","Unassigned","14_0","Clustered",11,"VC_14_0",11,0.7566,1,0.7566,2,2,2,1
"1452",1451,"Salmonella~phage~118970_sal2","Unassigned","Unassigned","Unassigned","247_0","Clustered",14,"VC_247_0",14,0.8554,1,0.8554,2,2,2,1
"1453",1452,"Salmonella~phage~118970_sal3","Unassigned","Unassigned","Unassigned","137_0","Clustered",6,"VC_137_0",6,0.4488,1,0.4488,1,1,1,1
"1454",1453,"Salmonella~phage~118970_sal4","Unassigned","Unassigned","Unassigned","134_0","Clustered",15,"VC_134_0",15,0.5036,1,0.5036,2,2,2,0.8857
"1455",1454,"Salmonella~phage~36","Unassigned","Unassigned","Unassigned","199_0","Clustered",25,"VC_199_0",25,0.9732,1,0.9732,6,2,2,0.9667
"1456",1455,"Salmonella~phage~37","Unassigned","Unassigned","Unassigned","14_0","Clustered",11,"VC_14_0",11,0.7566,1,0.7566,2,2,2,1
"1457",1456,"Salmonella~phage~38","Caudovirales","Ackermannviridae","Cba120virus","178_1","Clustered",19,"VC_178_1",19,0.8051,1,0.8051,5,1,1,0.8012
"1458",1457,"Salmonella~phage~7-11","Unassigned","Unassigned","Unassigned","229_0","Clustered",2,"VC_229_0",2,0.1746,0.95173063,0.1662,1,1,1,1
"1459",1458,"Salmonella~phage~9NA","Caudovirales","Podoviridae","Nonanavirus","65_0","Clustered",3,"VC_65_0",3,0.1877,0.94852022,0.178,2,2,2,1
"1460",1459,"Salmonella~phage~BP12A","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"1461",1460,"Salmonella~phage~BP12B","Unassigned","Unassigned","Unassigned","57_0","Clustered",15,"VC_57_0",15,0.9864,1,0.9864,2,2,2,1
"1462",1461,"Salmonella~phage~BP12C","Unassigned","Unassigned","Unassigned","14_0","Clustered",11,"VC_14_0",11,0.7566,1,0.7566,2,2,2,1
"1463",1462,"Salmonella~phage~BPS11Q3","Unassigned","Unassigned","Unassigned","45_0","Clustered",17,"VC_45_0",17,0.7983,1,0.7983,4,2,2,1
"1464",1463,"Salmonella~phage~BPS15Q2","Unassigned","Unassigned","Unassigned","15_0","Clustered",16,"VC_15_0",16,0.8915,1,0.8915,4,2,2,0.9917
"1465",1464,"Salmonella~phage~Det7","Caudovirales","Ackermannviridae","Cba120virus","178_1","Clustered",19,"VC_178_1",19,0.8051,1,0.8051,5,1,1,0.8012
"1466",1465,"Salmonella~phage~Ent1","Caudovirales","Siphoviridae","Jerseyvirus","45_0","Clustered",17,"VC_45_0",17,0.7983,1,0.7983,4,2,2,1
"1467",1466,"Salmonella~phage~FSL~SP-004","Unassigned","Unassigned","Unassigned","59_0","Clustered",38,"VC_59_0",38,0.8056,1,0.8056,2,2,2,0.9957
"1468",1467,"Salmonella~phage~FSL~SP-031","Caudovirales","Siphoviridae","Sp31virus","45_0","Clustered",17,"VC_45_0",17,0.7983,1,0.7983,4,2,2,1
"1469",1468,"Salmonella~phage~FelixO1","Caudovirales","Myoviridae","Felixo1virus","15_0","Clustered",16,"VC_15_0",16,0.8915,1,0.8915,4,2,2,0.9917
"1470",1469,"Salmonella~phage~Fels-2","Caudovirales","Myoviridae","P2virus","59_0","Clustered",38,"VC_59_0",38,0.8056,1,0.8056,2,2,2,0.9957
"1471",1470,"Salmonella~phage~GG32","Caudovirales","Ackermannviridae","Cba120virus","178_1","Clustered",19,"VC_178_1",19,0.8051,1,0.8051,5,1,1,0.8012
"1472",1471,"Salmonella~phage~Jersey","Caudovirales","Siphoviridae","Jerseyvirus","45_0","Clustered",17,"VC_45_0",17,0.7983,1,0.7983,4,2,2,1
"1473",1472,"Salmonella~phage~LSPA1","Caudovirales","Siphoviridae","Jerseyvirus","45_0","Clustered",17,"VC_45_0",17,0.7983,1,0.7983,4,2,2,1
"1474",1473,"Salmonella~phage~MA12","Unassigned","Unassigned","Unassigned","45_0","Clustered",17,"VC_45_0",17,0.7983,1,0.7983,4,2,2,1
"1475",1474,"Salmonella~phage~Marshall","Caudovirales","Ackermannviridae","Vi1virus","178_1","Clustered",19,"VC_178_1",19,0.8051,1,0.8051,5,1,1,0.8012
"1476",1475,"Salmonella~phage~Maynard","Caudovirales","Ackermannviridae","Vi1virus","178_1","Clustered",19,"VC_178_1",19,0.8051,1,0.8051,5,1,1,0.8012
"1477",1476,"Salmonella~phage~NR01","Unassigned","Unassigned","Unassigned","247_0","Clustered",14,"VC_247_0",14,0.8554,1,0.8554,2,2,2,1
"1478",1477,"Salmonella~phage~PVP-SE1","Caudovirales","Myoviridae","Se1virus","214_0","Clustered",2,"VC_214_0",2,0.0605,0.93490488,0.0565,1,1,1,1
"1479",1478,"Salmonella~phage~RE-2010","Unassigned","Unassigned","Unassigned","59_0","Clustered",38,"VC_59_0",38,0.8056,1,0.8056,2,2,2,0.9957
"1480",1479,"Salmonella~phage~SE2","Caudovirales","Siphoviridae","Jerseyvirus","45_0","Clustered",17,"VC_45_0",17,0.7983,1,0.7983,4,2,2,1
"1481",1480,"Salmonella~phage~SEN1","Unassigned","Unassigned","Unassigned","59_0","Clustered",38,"VC_59_0",38,0.8056,1,0.8056,2,2,2,0.9957
"1482",1481,"Salmonella~phage~SEN22","Unassigned","Unassigned","Unassigned","134_0","Clustered",15,"VC_134_0",15,0.5036,1,0.5036,2,2,2,0.8857
"1483",1482,"Salmonella~phage~SEN4","Unassigned","Unassigned","Unassigned","59_0","Clustered",38,"VC_59_0",38,0.8056,1,0.8056,2,2,2,0.9957
"1484",1483,"Salmonella~phage~SEN5","Unassigned","Unassigned","Unassigned","59_0","Clustered",38,"VC_59_0",38,0.8056,1,0.8056,2,2,2,0.9957
"1485",1484,"Salmonella~phage~SETP13","Caudovirales","Siphoviridae","Jerseyvirus","45_0","Clustered",17,"VC_45_0",17,0.7983,1,0.7983,4,2,2,1
"1486",1485,"Salmonella~phage~SETP3","Caudovirales","Siphoviridae","Jerseyvirus","45_0","Clustered",17,"VC_45_0",17,0.7983,1,0.7983,4,2,2,1
"1487",1486,"Salmonella~phage~SETP7","Caudovirales","Siphoviridae","Jerseyvirus","45_0","Clustered",17,"VC_45_0",17,0.7983,1,0.7983,4,2,2,1
"1488",1487,"Salmonella~phage~SFP10","Caudovirales","Ackermannviridae","Cba120virus","178_1","Clustered",19,"VC_178_1",19,0.8051,1,0.8051,5,1,1,0.8012
"1489",1488,"Salmonella~phage~SJ46","Unassigned","Unassigned","Unassigned","249_0","Clustered",2,"VC_249_0",2,0.9831,0.5,0.4915,2,2,2,1
"1490",1489,"Salmonella~phage~SKML-39","Caudovirales","Ackermannviridae","Ag3virus","178_1","Clustered",19,"VC_178_1",19,0.8051,1,0.8051,5,1,1,0.8012
"1491",1490,"Salmonella~phage~SPN1S","Caudovirales","Podoviridae","Epsilon15virus","38_0","Clustered",9,"VC_38_0",9,0.663,1,0.663,2,2,2,1
"1492",1491,"Salmonella~phage~SPN3US","Caudovirales","Myoviridae","Ntreusvirus","218_2","Clustered",3,"VC_218_2",3,0.1136,0.98658548,0.1121,2,1,1,1
"1493",1492,"Salmonella~phage~SPN9CC","Unassigned","Unassigned","Unassigned","134_0","Clustered",15,"VC_134_0",15,0.5036,1,0.5036,2,2,2,0.8857
"1494",1493,"Salmonella~phage~SS3e","Caudovirales","Siphoviridae","Jerseyvirus","45_0","Clustered",17,"VC_45_0",17,0.7983,1,0.7983,4,2,2,1
"1495",1494,"Salmonella~phage~SSE121","Caudovirales","Myoviridae","Se1virus","214_0","Clustered",2,"VC_214_0",2,0.0605,0.93490488,0.0565,1,1,1,1
"1496",1495,"Salmonella~phage~SSU5","Unassigned","Unassigned","Unassigned","223_0","Clustered",2,"VC_223_0",2,0.6203,0.89435023,0.5548,1,1,1,1
"1497",1496,"Salmonella~phage~ST160","Unassigned","Unassigned","Unassigned","134_0","Clustered",15,"VC_134_0",15,0.5036,1,0.5036,2,2,2,0.8857
"1498",1497,"Salmonella~phage~ST64B","Unassigned","Unassigned","Unassigned","137_0","Clustered",6,"VC_137_0",6,0.4488,1,0.4488,1,1,1,1
"1499",1498,"Salmonella~phage~ST64T","Caudovirales","Podoviridae","P22virus","134_0","Clustered",15,"VC_134_0",15,0.5036,1,0.5036,2,2,2,0.8857
"1500",1499,"Salmonella~phage~STML-198","Caudovirales","Myoviridae","S16virus","29_17","Clustered",4,"VC_29_17",4,0.0323,0.9999736,0.0323,2,2,2,1
"1501",1500,"Salmonella~phage~STP4-a","Unassigned","Unassigned","Unassigned","29_17","Clustered",4,"VC_29_17",4,0.0323,0.9999736,0.0323,2,2,2,1
"1502",1501,"Salmonella~phage~Sh19","Caudovirales","Ackermannviridae","Cba120virus","178_1","Clustered",19,"VC_178_1",19,0.8051,1,0.8051,5,1,1,0.8012
"1503",1502,"Salmonella~phage~Shivani","Caudovirales","Siphoviridae","T5virus","247_0","Clustered",14,"VC_247_0",14,0.8554,1,0.8554,2,2,2,1
"1504",1503,"Salmonella~phage~Vi06","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"1505",1504,"Salmonella~phage~ViI","Caudovirales","Ackermannviridae","Vi1virus","178_1","Clustered",19,"VC_178_1",19,0.8051,1,0.8051,5,1,1,0.8012
"1506",1505,"Salmonella~phage~epsilon34","Unassigned","Unassigned","Unassigned","134_0","Clustered",15,"VC_134_0",15,0.5036,1,0.5036,2,2,2,0.8857
"1507",1506,"Salmonella~phage~f18SE","Caudovirales","Siphoviridae","Jerseyvirus","45_0","Clustered",17,"VC_45_0",17,0.7983,1,0.7983,4,2,2,1
"1508",1507,"Salmonella~phage~phSE-2","Unassigned","Unassigned","Unassigned","199_0","Clustered",25,"VC_199_0",25,0.9732,1,0.9732,6,2,2,0.9667
"1509",1508,"Salmonella~phage~phiSG-JL2","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"1510",1509,"Salmonella~phage~vB_SPuM_SP116","Caudovirales","Myoviridae","Felixo1virus","15_0","Clustered",16,"VC_15_0",16,0.8915,1,0.8915,4,2,2,0.9917
"1511",1510,"Salmonella~phage~vB_SalM_PM10","Caudovirales","Ackermannviridae","Cba120virus","178_1","Clustered",19,"VC_178_1",19,0.8051,1,0.8051,5,1,1,0.8012
"1512",1511,"Salmonella~phage~vB_SalM_SJ2","Caudovirales","Ackermannviridae","Vi1virus","178_1","Clustered",19,"VC_178_1",19,0.8051,1,0.8051,5,1,1,0.8012
"1513",1512,"Salmonella~phage~vB_SalM_SJ3","Caudovirales","Ackermannviridae","Cba120virus","178_1","Clustered",19,"VC_178_1",19,0.8051,1,0.8051,5,1,1,0.8012
"1514",1513,"Salmonella~phage~vB_SemP_Emek","Unassigned","Unassigned","Unassigned","134_0","Clustered",15,"VC_134_0",15,0.5036,1,0.5036,2,2,2,0.8857
"1515",1514,"Salmonella~phage~vB_SenMS16","Caudovirales","Myoviridae","S16virus","29_17","Clustered",4,"VC_29_17",4,0.0323,0.9999736,0.0323,2,2,2,1
"1516",1515,"Salmonella~phage~vB_SenS-Ent2","Unassigned","Unassigned","Unassigned","45_0","Clustered",17,"VC_45_0",17,0.7983,1,0.7983,4,2,2,1
"1517",1516,"Salmonella~phage~vB_SenS-Ent3","Unassigned","Unassigned","Unassigned","45_0","Clustered",17,"VC_45_0",17,0.7983,1,0.7983,4,2,2,1
"1518",1517,"Salmonella~phage~vB_SnwM_CGG4-1","Unassigned","Unassigned","Unassigned","29_17","Clustered",4,"VC_29_17",4,0.0323,0.9999736,0.0323,2,2,2,1
"1519",1518,"Salmonella~virus~Chi","Caudovirales","Siphoviridae","Chivirus","14_0","Clustered",11,"VC_14_0",11,0.7566,1,0.7566,2,2,2,1
"1520",1519,"Salmonella~virus~FSLSP030","Caudovirales","Siphoviridae","Chivirus","14_0","Clustered",11,"VC_14_0",11,0.7566,1,0.7566,2,2,2,1
"1521",1520,"Salmonella~virus~FSLSP088","Caudovirales","Siphoviridae","Chivirus","14_0","Clustered",11,"VC_14_0",11,0.7566,1,0.7566,2,2,2,1
"1522",1521,"Salmonella~virus~HK620","Caudovirales","Podoviridae","P22virus","134_0","Clustered",15,"VC_134_0",15,0.5036,1,0.5036,2,2,2,0.8857
"1523",1522,"Salmonella~virus~P22","Caudovirales","Podoviridae","P22virus","134_0","Clustered",15,"VC_134_0",15,0.5036,1,0.5036,2,2,2,0.8857
"1524",1523,"Salmonella~virus~PsP3","Caudovirales","Myoviridae","P2virus","59_0","Clustered",38,"VC_59_0",38,0.8056,1,0.8056,2,2,2,0.9957
"1525",1524,"Salmonella~virus~SP6","Caudovirales","Podoviridae","Sp6virus","57_0","Clustered",15,"VC_57_0",15,0.9864,1,0.9864,2,2,2,1
"1526",1525,"Salmonella~virus~SPC35","Caudovirales","Siphoviridae","T5virus","247_0","Clustered",14,"VC_247_0",14,0.8554,1,0.8554,2,2,2,1
"1527",1526,"Salmonella~virus~SPN19","Caudovirales","Siphoviridae","Chivirus","14_0","Clustered",11,"VC_14_0",11,0.7566,1,0.7566,2,2,2,1
"1528",1527,"Salmonella~virus~Stitch","Caudovirales","Siphoviridae","T5virus","247_0","Clustered",14,"VC_247_0",14,0.8554,1,0.8554,2,2,2,1
"1529",1528,"Salmonella~virus~iEPS5","Caudovirales","Siphoviridae","Chivirus","14_0","Clustered",11,"VC_14_0",11,0.7566,1,0.7566,2,2,2,1
"1530",1529,"Serratia~phage~PS2","Unassigned","Unassigned","Unassigned","29_9","Clustered/Singleton",1,"VC_29_9",1,0,1,0,1,1,1,1
"1531",1530,"Serratia~phage~phiMAM1","Caudovirales","Ackermannviridae","Unassigned","178_0","Clustered",2,"VC_178_0",2,0.0267,0.94196364,0.0252,1,1,1,1
"1532",1531,"Shewanella~phage~Spp001","Unassigned","Unassigned","Unassigned","54_0","Clustered",5,"VC_54_0",5,1,1,1,1,1,1,1
"1533",1532,"Shewanella~sp.~phage~1/4","Unassigned","Unassigned","Unassigned","198_0","Clustered",2,"VC_198_0",2,0.4734,0.94523105,0.4474,1,1,1,1
"1534",1533,"Shewanella~sp.~phage~1/40","Unassigned","Unassigned","Unassigned","198_0","Clustered",2,"VC_198_0",2,0.4734,0.94523105,0.4474,1,1,1,1
"1535",1534,"Shewanella~sp.~phage~1/41","Unassigned","Unassigned","Unassigned","164_0","Clustered",2,"VC_164_0",2,0.0538,0.94977929,0.0511,1,1,1,1
"1536",1535,"Shewanella~sp.~phage~1/44","Unassigned","Unassigned","Unassigned","303_0","Clustered",2,"VC_303_0",2,0.2886,0.6381632,0.1842,1,1,1,1
"1537",1536,"Shigella~phage~75/02~Stx","Caudovirales","Podoviridae","Pocjvirus","160_1","Clustered",13,"VC_160_1",13,0.5635,1,0.5635,4,2,2,0.8974
"1538",1537,"Shigella~phage~Ag3","Caudovirales","Ackermannviridae","Ag3virus","178_1","Clustered",19,"VC_178_1",19,0.8051,1,0.8051,5,1,1,0.8012
"1539",1538,"Shigella~phage~EP23","Caudovirales","Siphoviridae","Hk578virus","159_0","Clustered",10,"VC_159_0",10,0.7344,1,0.7344,2,2,2,1
"1540",1539,"Shigella~phage~POCJ13","Caudovirales","Podoviridae","Pocjvirus","160_1","Clustered",13,"VC_160_1",13,0.5635,1,0.5635,4,2,2,0.8974
"1541",1540,"Shigella~phage~SHBML-50-1","Unassigned","Unassigned","Unassigned","29_10","Clustered",27,"VC_29_10",27,0.31,1,0.31,2,2,2,1
"1542",1541,"Shigella~phage~SHFML-11","Unassigned","Unassigned","Unassigned","29_10","Clustered",27,"VC_29_10",27,0.31,1,0.31,2,2,2,1
"1543",1542,"Shigella~phage~SHFML-26","Unassigned","Unassigned","Unassigned","29_10","Clustered",27,"VC_29_10",27,0.31,1,0.31,2,2,2,1
"1544",1543,"Shigella~phage~SHSML-45","Unassigned","Unassigned","Unassigned","247_0","Clustered",14,"VC_247_0",14,0.8554,1,0.8554,2,2,2,1
"1545",1544,"Shigella~phage~SHSML-52-1","Unassigned","Unassigned","Unassigned","29_0","Clustered",7,"VC_29_0",7,0.0558,0.99999999,0.0558,2,2,2,1
"1546",1545,"Shigella~phage~SP18","Caudovirales","Myoviridae","Sp18virus","29_11","Clustered",5,"VC_29_11",5,0.0409,0.99999968,0.0409,1,1,1,1
"1547",1546,"Shigella~phage~SfII","Unassigned","Unassigned","Unassigned","137_0","Clustered",6,"VC_137_0",6,0.4488,1,0.4488,1,1,1,1
"1548",1547,"Shigella~phage~SfIV","Unassigned","Unassigned","Unassigned","137_0","Clustered",6,"VC_137_0",6,0.4488,1,0.4488,1,1,1,1
"1549",1548,"Shigella~phage~SfMu","Caudovirales","Myoviridae","Muvirus","165_0","Clustered",5,"VC_165_0",5,0.6076,0.99999992,0.6076,2,2,2,1
"1550",1549,"Shigella~phage~Shf125875","Caudovirales","Myoviridae","Rb69virus","29_0","Clustered",7,"VC_29_0",7,0.0558,0.99999999,0.0558,2,2,2,1
"1551",1550,"Shigella~phage~Shfl2","Caudovirales","Myoviridae","T4virus","29_10","Clustered",27,"VC_29_10",27,0.31,1,0.31,2,2,2,1
"1552",1551,"Shigella~phage~Ss-VASD","Caudovirales","Podoviridae","Tl2011virus","160_1","Clustered",13,"VC_160_1",13,0.5635,1,0.5635,4,2,2,0.8974
"1553",1552,"Shigella~phage~pSb-1","Caudovirales","Podoviridae","G7cvirus","6_0","Clustered",13,"VC_6_0",13,0.5271,1,0.5271,5,2,2,0.8205
"1554",1553,"Shigella~phage~pSf-1","Unassigned","Unassigned","Unassigned","199_0","Clustered",25,"VC_199_0",25,0.9732,1,0.9732,6,2,2,0.9667
"1555",1554,"Shigella~phage~pSf-2","Caudovirales","Siphoviridae","T1virus","199_0","Clustered",25,"VC_199_0",25,0.9732,1,0.9732,6,2,2,0.9667
"1556",1555,"Shigella~phage~pSs-1","Caudovirales","Myoviridae","T4virus","29_10","Clustered",27,"VC_29_10",27,0.31,1,0.31,2,2,2,1
"1557",1556,"Shigella~virus~Sf6","Caudovirales","Podoviridae","P22virus","134_0","Clustered",15,"VC_134_0",15,0.5036,1,0.5036,2,2,2,0.8857
"1558",1557,"Shigella~virus~Shfl1","Caudovirales","Siphoviridae","T1virus","199_0","Clustered",25,"VC_199_0",25,0.9732,1,0.9732,6,2,2,0.9667
"1559",1558,"Sinorhizobium~phage~phiM12","Caudovirales","Myoviridae","M12virus","174_0","Clustered",2,"VC_174_0",2,0.1175,0.95574058,0.1123,1,1,1,1
"1560",1559,"Sinorhizobium~phage~phiM9","Unassigned","Unassigned","Unassigned","176_0","Clustered",2,"VC_176_0",2,0.2368,0.95564953,0.2263,1,1,1,1
"1561",1560,"Sinorhizobium~phage~phiN3","Caudovirales","Myoviridae","M12virus","174_0","Clustered",2,"VC_174_0",2,0.1175,0.95574058,0.1123,1,1,1,1
"1562",1561,"Sodalis~phage~SO1","Caudovirales","Siphoviridae","Hk578virus","159_0","Clustered",10,"VC_159_0",10,0.7344,1,0.7344,2,2,2,1
"1563",1562,"Sodalis~phage~phiSG1","Unassigned","Unassigned","Unassigned","133_0","Clustered",3,"VC_133_0",3,0.1603,0.9971398,0.1599,1,2,2,1
"1564",1563,"Spiroplasma~phage~1-C74","Unassigned","Inoviridae","Vespertiliovirus","318_0","Clustered",3,"VC_318_0",3,1,1,1,1,1,1,1
"1565",1564,"Spiroplasma~phage~1-R8A2B","Unassigned","Inoviridae","Vespertiliovirus","318_0","Clustered",3,"VC_318_0",3,1,1,1,1,1,1,1
"1566",1565,"Spiroplasma~virus~SkV1CR23x","Unassigned","Inoviridae","Vespertiliovirus","318_0","Clustered",3,"VC_318_0",3,1,1,1,1,1,1,1
"1567",1566,"Staphylococcus~aureus~phage~P68","Unassigned","Unassigned","Unassigned","246_0","Clustered",8,"VC_246_0",8,0.8426,1,0.8426,2,2,2,1
"1568",1567,"Staphylococcus~phage~23MRA","Unassigned","Unassigned","Unassigned","118_0","Clustered",14,"VC_118_0",14,0.3198,1,0.3198,2,2,2,0.8022
"1569",1568,"Staphylococcus~phage~3MRA","Unassigned","Unassigned","Unassigned","121_0","Clustered",37,"VC_121_0",37,0.6245,1,0.6245,2,2,2,0.7583
"1570",1569,"Staphylococcus~phage~44AHJD","Caudovirales","Podoviridae","P68virus","246_0","Clustered",8,"VC_246_0",8,0.8426,1,0.8426,2,2,2,1
"1571",1570,"Staphylococcus~phage~66","Unassigned","Unassigned","Unassigned","246_0","Clustered",8,"VC_246_0",8,0.8426,1,0.8426,2,2,2,1
"1572",1571,"Staphylococcus~phage~6ec","Caudovirales","Siphoviridae","Sextaecvirus","123_0","Clustered",2,"VC_123_0",2,0.3945,0.95438557,0.3766,1,1,1,1
"1573",1572,"Staphylococcus~phage~812","Unassigned","Unassigned","Unassigned","108_0","Clustered",13,"VC_108_0",13,0.4914,1,0.4914,2,2,2,1
"1574",1573,"Staphylococcus~phage~B166","Unassigned","Unassigned","Unassigned","121_0","Clustered",37,"VC_121_0",37,0.6245,1,0.6245,2,2,2,0.7583
"1575",1574,"Staphylococcus~phage~B236","Unassigned","Unassigned","Unassigned","121_0","Clustered",37,"VC_121_0",37,0.6245,1,0.6245,2,2,2,0.7583
"1576",1575,"Staphylococcus~phage~BP39","Unassigned","Unassigned","Unassigned","246_0","Clustered",8,"VC_246_0",8,0.8426,1,0.8426,2,2,2,1
"1577",1576,"Staphylococcus~phage~DW2","Unassigned","Unassigned","Unassigned","121_0","Clustered",37,"VC_121_0",37,0.6245,1,0.6245,2,2,2,0.7583
"1578",1577,"Staphylococcus~phage~GH15","Caudovirales","Myoviridae","Kayvirus","108_0","Clustered",13,"VC_108_0",13,0.4914,1,0.4914,2,2,2,1
"1579",1578,"Staphylococcus~phage~GRCS","Unassigned","Unassigned","Unassigned","246_0","Clustered",8,"VC_246_0",8,0.8426,1,0.8426,2,2,2,1
"1580",1579,"Staphylococcus~phage~JD007","Caudovirales","Myoviridae","Kayvirus","108_0","Clustered",13,"VC_108_0",13,0.4914,1,0.4914,2,2,2,1
"1581",1580,"Staphylococcus~phage~JS01","Unassigned","Unassigned","Unassigned","118_0","Clustered",14,"VC_118_0",14,0.3198,1,0.3198,2,2,2,0.8022
"1582",1581,"Staphylococcus~phage~MCE-2014","Caudovirales","Myoviridae","Kayvirus","108_0","Clustered",13,"VC_108_0",13,0.4914,1,0.4914,2,2,2,1
